id,domain,rendering,judge,plain_first,raw,winner
everyday-04,everyday,bold_terms,claude-opus-5,True,TIE,tie
economics-01,economics,markdown_max,claude-sonnet-5,True,B,variant
economics-00,economics,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
history-04,history,bold_terms,claude-haiku-4-5-20251001,False,A,variant
economics-04,economics,markdown_max,claude-sonnet-5,False,B,plain
economics-03,economics,emoji,claude-opus-5,True,A,plain
history-01,history,bullets,claude-sonnet-5,True,B,variant
everyday-05,everyday,emoji,claude-opus-5,True,A,plain
everyday-02,everyday,padded,claude-opus-5,True,A,plain
history-04,history,emoji,claude-opus-5,False,B,plain
health-05,health,bold_terms,claude-haiku-4-5-20251001,True,A,plain
health-04,health,headers,claude-sonnet-5,False,B,plain
health-03,health,bold_terms,claude-sonnet-5,True,B,variant
everyday-05,everyday,bullets,claude-opus-5,False,B,plain
health-00,health,plain_vs_plain,claude-opus-5,True,TIE,tie
economics-04,economics,bullets,claude-opus-5,False,A,variant
science-02,science,table,claude-opus-5,True,TIE,tie
economics-00,economics,bold_terms,claude-haiku-4-5-20251001,False,TIE,tie
health-01,health,markdown_max,claude-opus-5,False,B,plain
science-01,science,headers,claude-sonnet-5,False,B,plain
tech-04,tech,headers,claude-sonnet-5,False,A,variant
history-02,history,numbered,claude-haiku-4-5-20251001,False,A,variant
history-00,history,headers,claude-sonnet-5,True,B,variant
history-03,history,bullets,claude-haiku-4-5-20251001,False,A,variant
health-00,health,numbered,claude-haiku-4-5-20251001,True,B,variant
history-00,history,bullets,claude-sonnet-5,False,TIE,tie
everyday-04,everyday,numbered,claude-sonnet-5,False,A,variant
economics-02,economics,padded,claude-haiku-4-5-20251001,True,A,plain
science-01,science,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
tech-02,tech,markdown_max,claude-sonnet-5,True,A,plain
health-02,health,numbered,claude-haiku-4-5-20251001,False,A,variant
health-02,health,bullets,claude-sonnet-5,True,B,variant
everyday-01,everyday,bullets,claude-opus-5,False,TIE,tie
health-02,health,bullets,claude-opus-5,True,B,variant
history-03,history,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
history-01,history,padded,claude-opus-5,True,A,plain
everyday-00,everyday,markdown_max,claude-sonnet-5,False,B,plain
everyday-02,everyday,table,claude-sonnet-5,False,A,variant
health-04,health,headers,claude-opus-5,True,B,variant
science-05,science,padded,claude-sonnet-5,True,A,plain
health-04,health,bullets,claude-opus-5,False,B,plain
science-02,science,padded,claude-haiku-4-5-20251001,True,A,plain
history-02,history,emoji,claude-sonnet-5,False,B,plain
tech-02,tech,bullets,claude-sonnet-5,False,TIE,tie
science-05,science,bold_terms,claude-haiku-4-5-20251001,True,B,variant
tech-05,tech,emoji,claude-haiku-4-5-20251001,False,A,variant
economics-01,economics,headers,claude-opus-5,False,TIE,tie
history-03,history,bullets,claude-sonnet-5,False,B,plain
history-03,history,headers,claude-opus-5,True,TIE,tie
health-02,health,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
everyday-03,everyday,headers,claude-opus-5,True,B,variant
science-05,science,table,claude-sonnet-5,False,B,plain
history-05,history,numbered,claude-opus-5,False,B,plain
everyday-00,everyday,plain_vs_plain,claude-sonnet-5,True,A,plain
health-00,health,markdown_max,claude-haiku-4-5-20251001,True,TIE,tie
everyday-01,everyday,headers,claude-sonnet-5,False,A,variant
economics-03,economics,markdown_max,claude-haiku-4-5-20251001,True,A,plain
tech-00,tech,table,claude-sonnet-5,False,TIE,tie
health-05,health,bullets,claude-haiku-4-5-20251001,False,A,variant
economics-04,economics,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
science-02,science,bold_terms,claude-opus-5,False,B,plain
economics-05,economics,emoji,claude-sonnet-5,False,B,plain
science-01,science,markdown_max,claude-sonnet-5,False,B,plain
history-01,history,plain_vs_plain,claude-sonnet-5,False,A,variant
tech-04,tech,headers,claude-opus-5,False,A,variant
everyday-05,everyday,table,claude-haiku-4-5-20251001,False,A,variant
everyday-00,everyday,table,claude-opus-5,True,B,variant
tech-02,tech,bullets,claude-haiku-4-5-20251001,True,A,plain
everyday-00,everyday,numbered,claude-haiku-4-5-20251001,True,B,variant
health-01,health,bold_terms,claude-opus-5,True,TIE,tie
economics-02,economics,plain_vs_plain,claude-opus-5,True,TIE,tie
health-03,health,bold_terms,claude-opus-5,True,TIE,tie
science-04,science,plain_vs_plain,claude-opus-5,True,TIE,tie
tech-03,tech,plain_vs_plain,claude-opus-5,True,TIE,tie
history-00,history,markdown_max,claude-opus-5,True,A,plain
economics-03,economics,bold_terms,claude-sonnet-5,True,B,variant
tech-04,tech,table,claude-opus-5,False,B,plain
health-03,health,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
history-00,history,padded,claude-haiku-4-5-20251001,True,A,plain
everyday-03,everyday,numbered,claude-sonnet-5,True,A,plain
economics-00,economics,numbered,claude-sonnet-5,False,B,plain
economics-00,economics,markdown_max,claude-opus-5,True,A,plain
history-02,history,numbered,claude-sonnet-5,True,B,variant
history-03,history,plain_vs_plain,claude-opus-5,False,TIE,tie
history-04,history,emoji,claude-sonnet-5,False,B,plain
tech-00,tech,bold_terms,claude-opus-5,True,TIE,tie
science-00,science,plain_vs_plain,claude-opus-5,False,TIE,tie
economics-03,economics,headers,claude-sonnet-5,False,B,plain
everyday-00,everyday,markdown_max,claude-haiku-4-5-20251001,False,A,variant
tech-03,tech,table,claude-sonnet-5,False,B,plain
health-01,health,table,claude-sonnet-5,True,B,variant
economics-05,economics,table,claude-sonnet-5,False,B,plain
science-05,science,plain_vs_plain,claude-sonnet-5,False,A,variant
everyday-02,everyday,headers,claude-sonnet-5,True,B,variant
history-02,history,padded,claude-sonnet-5,True,B,variant
economics-05,economics,emoji,claude-opus-5,True,A,plain
history-01,history,emoji,claude-opus-5,True,A,plain
health-03,health,numbered,claude-opus-5,True,B,variant
health-03,health,table,claude-opus-5,False,A,variant
science-00,science,plain_vs_plain,claude-sonnet-5,True,TIE,tie
economics-00,economics,padded,claude-sonnet-5,True,A,plain
science-04,science,headers,claude-haiku-4-5-20251001,True,A,plain
health-00,health,markdown_max,claude-sonnet-5,False,B,plain
economics-02,economics,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
health-00,health,bullets,claude-sonnet-5,True,TIE,tie
history-00,history,bold_terms,claude-haiku-4-5-20251001,True,A,plain
health-05,health,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
economics-00,economics,emoji,claude-sonnet-5,False,B,plain
science-03,science,markdown_max,claude-opus-5,False,B,plain
tech-05,tech,emoji,claude-opus-5,True,A,plain
everyday-05,everyday,plain_vs_plain,claude-sonnet-5,True,TIE,tie
health-03,health,padded,claude-opus-5,False,B,plain
science-02,science,markdown_max,claude-sonnet-5,False,B,plain
tech-00,tech,headers,claude-haiku-4-5-20251001,False,A,variant
economics-00,economics,bullets,claude-haiku-4-5-20251001,False,A,variant
health-00,health,bold_terms,claude-sonnet-5,True,B,variant
science-05,science,table,claude-haiku-4-5-20251001,True,B,variant
history-01,history,bold_terms,claude-opus-5,True,TIE,tie
science-00,science,numbered,claude-opus-5,True,TIE,tie
economics-01,economics,numbered,claude-sonnet-5,False,B,plain
economics-04,economics,bullets,claude-haiku-4-5-20251001,True,B,variant
health-02,health,plain_vs_plain,claude-sonnet-5,False,A,variant
tech-05,tech,table,claude-haiku-4-5-20251001,True,B,variant
economics-01,economics,bold_terms,claude-opus-5,True,TIE,tie
science-04,science,numbered,claude-sonnet-5,True,B,variant
history-00,history,emoji,claude-opus-5,False,B,plain
health-04,health,headers,claude-haiku-4-5-20251001,True,B,variant
everyday-00,everyday,plain_vs_plain,claude-opus-5,True,TIE,tie
economics-00,economics,numbered,claude-haiku-4-5-20251001,True,B,variant
